"annotation_id","annotator","created_at","has_damage","id","images","layer","lead_time","updated_at"
408,"1","2026-05-24T10:03:18.444742Z","",408,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1903.png","[{""x"":31.595878186921826,""y"":54.79528247271278,""width"":6.344296940906388,""height"":9.61067038736816,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":19.851361031412225,""y"":24.920391373944682,""width"":62.5265582891822,""height"":60.42993170156261,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",36.566,"2026-05-24T10:03:18.444752Z"
409,"1","2026-05-24T10:03:52.597211Z","",409,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1904.png","[{""x"":51.2650947853478,""y"":75.443778809166,""width"":10.836816042677565,""height"":8.777284747424234,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":23.88534972437601,""y"":14.012736222549021,""width"":38.64118955375562,""height"":70.30255040165486,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",33.771,"2026-05-24T10:03:52.597233Z"
410,"1","2026-05-24T10:04:21.670252Z","",410,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1905.png","[{""x"":69.9129386047562,""y"":73.13946447793305,""width"":7.160878865045217,""height"":9.704889173843226,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.47771057094142,""y"":20.700661279001196,""width"":51.91082446090574,""height"":62.818447001253574,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.681,"2026-05-24T10:04:21.670262Z"
411,"1","2026-05-24T10:05:02.811420Z","",411,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1906.png","[{""x"":53.83233492860323,""y"":60.76897475333357,""width"":7.098078770061238,""height"":7.302228193306058,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":30.68952203008934,""y"":37.342199905228604,""width"":37.868417853009255,""height"":57.47557418741023,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",40.735,"2026-05-24T10:05:02.811431Z"
412,"1","2026-05-24T10:05:48.312648Z","",412,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1907.png","[{""x"":29.03284991970181,""y"":67.42916718086882,""width"":7.630154968701961,""height"":7.411597150341333,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.87473460721866,""y"":23.885359526810934,""width"":35.88111769816295,""height"":52.62737932669226,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",45.087,"2026-05-24T10:05:48.312658Z"
414,"1","2026-05-24T10:07:13.109201Z","",414,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1910.png","[{""x"":27.151268475957334,""y"":50.90603849404336,""width"":6.776109653671458,""height"":6.325801417695313,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.924071670831783,""y"":6.314244885962653,""width"":29.09132414309624,""height"":52.38940054494541,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",31.484,"2026-05-24T10:07:13.109211Z"
415,"1","2026-05-24T10:07:48.400646Z","Registraion number has defect",415,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1911.png","[{""x"":55.03548857373368,""y"":48.13864735127959,""width"":9.18062465589062,""height"":6.885476478709399,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":22.292993630573257,""y"":22.929947487287695,""width"":52.441604676680456,""height"":54.538205378954366,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.932,"2026-05-24T10:07:48.400657Z"
416,"1","2026-05-24T10:08:23.316219Z","",416,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1915.png","[{""x"":34.79943602056294,""y"":58.623537687854096,""width"":9.045335898682252,""height"":6.878224389045099,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.392356912993407,""y"":36.905320259660726,""width"":43.970361211605876,""height"":46.45156562532633,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.517,"2026-05-24T10:08:23.316229Z"
418,"1","2026-05-24T10:09:03.626730Z","",418,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1917.png","[{""x"":38.12110175547339,""y"":65.89969839260063,""width"":8.800341981256912,""height"":6.552530906762444,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":22.39913945528848,""y"":20.06370216037843,""width"":24.522304281441855,""height"":53.58279465490822,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.619,"2026-05-24T10:09:03.626740Z"
419,"1","2026-05-24T10:09:32.832870Z","",419,"s3://bucket-sample/mai-101-2026-monzikov/scene_00001.png","[{""x"":54.20859985926633,""y"":64.69415348829462,""width"":11.225640643720643,""height"":8.321992320134495,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":9.65801661685548,""y"":9.541957511724394,""width"":56.120957114701156,""height"":65.52665675615351,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",28.848,"2026-05-24T10:09:32.832880Z"
420,"1","2026-05-24T10:10:10.660495Z","",420,"s3://bucket-sample/mai-101-2026-monzikov/scene_00026.png","[{""x"":51.98576245784914,""y"":64.91260767549069,""width"":10.762020305418156,""height"":8.802217938132001,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":0,""y"":9.838683267764779,""width"":62.97400962041853,""height"":65.80074624984749,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",37.44,"2026-05-24T10:10:10.660506Z"
423,"1","2026-05-24T10:10:49.648356Z","Registraion number has defect",423,"s3://bucket-sample/mai-101-2026-monzikov/scene_001.png","[{""x"":57.2368463361131,""y"":47.71362524449601,""width"":12.150834982105279,""height"":8.407527346207475,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":25.841739680254378,""y"":12.960186794217869,""width"":61.99407757809012,""height"":66.19224433074315,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",32.801,"2026-05-24T10:10:49.648367Z"
426,"1","2026-05-24T10:11:28.630488Z","",426,"s3://bucket-sample/mai-101-2026-monzikov/scene_00151.png","[{""x"":23.112183533960746,""y"":44.002060823939,""width"":12.886273437490958,""height"":9.045333538464385,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":10.678169980108622,""y"":13.057336680058079,""width"":58.87035006485206,""height"":62.89807733268072,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",31.569,"2026-05-24T10:11:28.630499Z"
427,"1","2026-05-24T10:12:06.618705Z","",427,"s3://bucket-sample/mai-101-2026-monzikov/scene_00176.png","[{""x"":31.72648816197494,""y"":43.321440659803976,""width"":14.115025126936045,""height"":8.032062524909039,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":13.488204903625265,""y"":11.066887531492762,""width"":59.43236459806074,""height"":65.36623348761553,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",37.632,"2026-05-24T10:12:06.618716Z"
428,"1","2026-05-24T10:12:33.725372Z","",428,"s3://bucket-sample/mai-101-2026-monzikov/scene_00201.png","[{""x"":40.81051295359527,""y"":44.61563523423454,""width"":12.388413697477613,""height"":7.512630639582056,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":15.876754088920006,""y"":14.092365896237668,""width"":55.357790684403305,""height"":62.34075512287062,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",26.63,"2026-05-24T10:12:33.725381Z"
429,"1","2026-05-24T10:13:06.493725Z","",429,"s3://bucket-sample/mai-101-2026-monzikov/scene_00226.png","[{""x"":49.48481057578446,""y"":44.79628655787021,""width"":9.89620674595165,""height"":8.157805632983631,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":9.412456366368728,""y"":16.799083606833786,""width"":61.717584672715695,""height"":57.03200070368648,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",32.355,"2026-05-24T10:13:06.493735Z"
430,"1","2026-05-24T10:13:39.985967Z","",430,"s3://bucket-sample/mai-101-2026-monzikov/scene_00251.png","[{""x"":57.42754947042826,""y"":42.617503939433085,""width"":5.923392478256726,""height"":7.948600102887084,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":0,""y"":16.136978035256085,""width"":80.39655850910921,""height"":54.65715015477288,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",33.148,"2026-05-24T10:13:39.985977Z"
431,"1","2026-05-24T10:13:58.558057Z","",431,"s3://bucket-sample/mai-101-2026-monzikov/scene_00276.png","[{""x"":2.3885350318471317,""y"":17.277103608359866,""width"":78.4001813209705,""height"":51.5923159081084,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",18.047,"2026-05-24T10:13:58.558069Z"
432,"1","2026-05-24T10:14:27.118917Z","",432,"s3://bucket-sample/mai-101-2026-monzikov/scene_00301.png","[{""x"":9.68084721599465,""y"":61.47299236741408,""width"":6.47688976414764,""height"":7.635287887362854,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":9.27313600599474,""y"":15.76435488877858,""width"":68.14348213933357,""height"":55.49360689466097,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",28.207,"2026-05-24T10:14:27.118929Z"
433,"1","2026-05-24T10:15:03.373945Z","",433,"s3://bucket-sample/mai-101-2026-monzikov/scene_00326.png","[{""x"":21.17705459704856,""y"":65.64078829947753,""width"":10.154904938357944,""height"":7.68723717822945,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":20.621186209495946,""y"":18.34157507627598,""width"":52.466515635217405,""height"":56.65167553116943,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",35.893,"2026-05-24T10:15:03.373955Z"
434,"1","2026-05-24T10:15:40.367172Z","",434,"s3://bucket-sample/mai-101-2026-monzikov/scene_00351.png","[{""x"":32.65469577663992,""y"":65.31104195913761,""width"":11.001107686439525,""height"":6.509309909606843,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":26.550611922011058,""y"":18.06816182512624,""width"":39.886528255167924,""height"":55.921966975870305,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",36.516,"2026-05-24T10:15:40.367182Z"
435,"1","2026-05-24T10:16:06.260119Z","",435,"s3://bucket-sample/mai-101-2026-monzikov/scene_00376.png","[{""x"":40.417526402205354,""y"":64.94630763070177,""width"":11.575270751445798,""height"":6.668041923553809,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":14.050213932715472,""y"":19.904462545157365,""width"":39.200067071405904,""height"":54.14012344210376,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",25.44,"2026-05-24T10:16:06.260131Z"
436,"1","2026-05-24T10:16:32.764449Z","",436,"s3://bucket-sample/mai-101-2026-monzikov/scene_00401.png","[{""x"":50.66948724407263,""y"":66.69088490521712,""width"":10.675019911224897,""height"":7.442997793394132,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":5.198575459482292,""y"":23.168808883334908,""width"":56.481829186452515,""height"":53.184694301378485,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",26.045,"2026-05-24T10:16:32.764460Z"
437,"1","2026-05-24T10:16:53.545888Z","",437,"s3://bucket-sample/mai-101-2026-monzikov/scene_00426.png","[{""x"":64.54210414002289,""y"":67.45004856003928,""width"":8.658076954397723,""height"":8.056285183762007,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":6.46309950987282,""y"":25.955428482986765,""width"":67.01947823460073,""height"":52.07004922401954,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",20.438,"2026-05-24T10:16:53.545898Z"
438,"1","2026-05-24T10:17:19.768846Z","",438,"s3://bucket-sample/mai-101-2026-monzikov/scene_00451.png","[{""x"":75.73061071562383,""y"":65.30452527119114,""width"":6.443138579816855,""height"":7.625411034541345,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":14.370902494690558,""y"":26.788338828285756,""width"":68.29134116129859,""height"":48.995585948927975,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",25.858,"2026-05-24T10:17:19.768856Z"
439,"1","2026-05-24T10:17:40.110068Z","",439,"s3://bucket-sample/mai-101-2026-monzikov/scene_00476.png","[{""x"":79.24316223304608,""y"":65.44585987261146,""width"":5.339078306481824,""height"":7.00636942675159,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":14.47171461068763,""y"":28.02549480820845,""width"":70.25102798953715,""height"":47.69106570134567,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",19.978,"2026-05-24T10:17:40.110079Z"
440,"1","2026-05-24T10:18:01.208320Z","",440,"s3://bucket-sample/mai-101-2026-monzikov/scene_00501.png","[{""x"":81.35069314349944,""y"":64.80891719745223,""width"":4.917572124391157,""height"":7.484076433121018,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":16.017257722222183,""y"":28.42359845043089,""width"":70.3915096063651,""height"":46.81525505275383,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",20.725,"2026-05-24T10:18:01.208331Z"
441,"1","2026-05-24T10:18:27.374497Z","Registraion number has defect",441,"s3://bucket-sample/mai-101-2026-monzikov/scene_026.png","[{""x"":53.88960974055627,""y"":48.067975073001946,""width"":13.832383515344738,""height"":7.903362506615891,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":33.72999597457037,""y"":11.908015096877026,""width"":56.29582705256215,""height"":68.64765952385812,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",25.787,"2026-05-24T10:18:27.374507Z"
442,"1","2026-05-24T10:18:58.932486Z","Registraion number has defect",442,"s3://bucket-sample/mai-101-2026-monzikov/scene_051.png","[{""x"":46.340484460240496,""y"":50.93454524120664,""width"":16.744940792663147,""height"":8.938066223761458,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":30.629449231922056,""y"":11.783453960693775,""width"":63.225927313600536,""height"":73.48724667624892,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",31.152,"2026-05-24T10:18:58.932495Z"
443,"1","2026-05-24T10:19:25.644460Z","Registraion number has defect",443,"s3://bucket-sample/mai-101-2026-monzikov/scene_076.png","[{""x"":35.6875249896154,""y"":50.557330760411205,""width"":16.157735407537068,""height"":10.987255226849962,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":1088,""original_height"":1920},{""x"":25.149876727769797,""y"":11.066890162446928,""width"":64.06893181475549,""height"":73.72610346812628,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":1088,""original_height"":1920}]",26.349,"2026-05-24T10:19:25.644469Z"
